"Fitness"	"GRN"	"Topology"
0	202	3
0.9666250399415878	203	3
0	204	3
0.9333285154136906	205	3
0	206	3
0	207	3
0	208	3
0.9666516515958186	209	3
0	210	3
0.6142104375089449	211	3
0	212	3
0	213	3
0.9879581689209385	214	3
0.9332759801680905	215	3
0	216	3
0.966619667403623	217	3
0	218	3
0	219	3
0.9805963044283758	220	4
0.9703652828735588	221	4
0.9777716582483236	222	4
0.9443073462386777	223	4
0.9813428939243484	224	4
0.9806270762801866	225	4
0	226	4
0	227	4
0	228	4
0	229	4
0.9738896092607258	230	4
0	231	4
0	232	4
0	233	4
0.966601033933561	234	4
0.940694056859535	235	4
0	236	4
0.9813353792933613	237	4
0	238	4
0.9740648431522125	239	4
0.9886388992675293	240	4
0.9592514338425795	241	4
0.9147743977119495	242	4
0	243	4
0.9703598691939197	244	4
0	245	4
0.9627614644391383	246	4
0	247	4
0	248	4
0.9702129833600303	249	4
0	250	4
0.9850466691198315	251	4
0.9813383309182567	252	4
0.9813362171769374	253	4
0	254	4
0.9850877999406147	255	4
0	256	4
0	257	4
0.9888711958741289	258	4
0.9698043431461412	259	4
0.9608048217167866	260	4
0.9554571305676894	261	4
0	262	4
0	263	4
0.933305357890032	264	4
0.9846708782015107	265	4
0.9628200894417006	266	4
0	267	4
0	268	4
0	269	4
0	270	5
0	271	5
0.9333231074869971	272	5
0	273	5
0	274	5
0.9665558404405294	275	5
0	276	5
0	277	5
0.9332423911869309	278	5
0.8999024179304329	279	5
0.9998994925179965	280	5
0.9333071836841208	281	5
0.9332533125368332	282	5
0.9333044572768665	283	5
0.9536118744736296	284	5
0	285	5
0.6538745997890978	286	5
0	287	5
0.966653923264878	288	5
0.709834130419167	289	5
0.8997880015448019	290	5
0.9331197629996343	291	5
0.8997880015448019	292	5
0.9999041029783475	293	5
0	294	5
0.9666257233574345	295	5
0.9666209520333434	296	5
0.9666418650708307	297	5
0	298	5
0.9999531132114964	299	5
0	300	5
0	301	5
0.9703352195394795	302	6
0	303	6
0	304	6
0	305	6
0.9666451010124933	306	6
0	307	6
0	308	6
0.9481199148270908	309	6
0.9592283662232378	310	6
0.9544040744977172	311	6
0.9888774834103299	312	6
0.9666569536907341	313	6
0.9776303391888392	314	6
0.951206220031506	315	6
0	316	6
0.9813871214400112	317	6
0.9591523258124919	318	6
0.9479312869794418	319	6
0	320	6
0.9814411281876799	321	6
0.9701847145798381	322	6
0	323	6
0.9369437779502927	324	6
0	325	6
0.9517468243756751	326	6
0.9850965974177529	327	6
0.9591523258124919	328	6
0.9552801899650414	329	6
0.9476502327392992	330	6
0.9777110972220789	331	6
0	332	7
0	333	7
0	334	7
0.7321082226516379	335	7
0	336	7
0	337	7
0.9332773597484828	338	7
0.9665545247813113	339	7
0	340	7
0	341	7
0	342	7
0.9331980343449563	343	7
0.9603612102824008	344	7
0	345	7
0.9665484700855606	346	7
0.9587011327033432	347	7
0.9665896811423496	348	7
0	349	7
0.3320102431636296	350	7
0.9665451124462735	351	7
0.9777389171595635	352	7
0.9665582265826039	353	7
0	354	7
0.9332749552394879	355	7
0.9989135025191687	356	7
0.6460294346645579	357	7
0	358	7
0.9332233899071423	359	7
0.966401836748102	360	8
0.8996764296429604	361	8
0.36976446156408016	362	8
0.9332340055022532	363	8
0	364	8
0.9443131786679071	365	8
0	366	8
0.9333217333372338	367	8
0.9998467355033493	368	8
0.9332967420671205	369	8
0	370	8
0.8665193370586048	371	8
0.9331323676147949	372	8
0.9666223770878303	373	8
0.2819045435798589	374	8
0.5238297507855999	375	8
0	376	8
0.9369669053030336	377	8
0	378	8
0.24727244848567823	379	8
0.9332501919357539	380	8
0.9332502155320789	381	8
0.9666023589828036	382	8
0.9332364862358443	383	8
0.936976605954668	384	8
0	385	8
0.	386	9
0.	387	9
0.	388	9
0.	389	9
0.	390	9
0.	391	9
0.	392	9
0.	393	9
0.	394	9
0.	395	9
0.	396	9
0.	397	9
0.	398	9
0.	399	9
0.	400	9
0.	401	9
0.	402	9
0.	403	9
0.	404	9
0.2818723960399204	405	10
0.17586772778597384	406	10
0.015045695741566684	407	10
0.3383620581195762	408	10
0.3194067836458525	409	10
0.07989032660130845	410	10
0.6035394537869436	411	10
0.2308927928188904	412	10
0.36141515243816164	413	10
0.12288669050578638	414	10
0.5046876631181748	415	10
0.3700047426352349	416	10
0.001958200345664057	417	10
0.4374609165105286	418	10
0.5127283509716049	419	10
0.28311843349747445	420	11
0.10101168184035679	421	11
0.14900360364429732	422	11
0.392081714697714	423	11
0.05528552526315747	424	11
1.9222392699532164e-62	425	11
3.062607051445817e-57	426	11
6.542022881071767e-69	427	11
4.2808142207098154e-57	428	11
3.1715301083315696e-65	429	11
0.22382896557713247	430	11
0.3930287483721361	431	11
5.062165122478887e-69	432	11
1.1216253220522522e-61	433	11
0.5261878904264786	434	12
0.7796467360049384	435	12
0.6235297518879269	436	12
0.8380061880309931	437	12
0.288997627682352	438	12
0.4813997888620281	439	12
0.468630211502779	440	12
0.8637653902854072	441	12
0.5405592790595657	442	12
0.8172114703781762	443	12
0.8654294505087694	444	12
0.863963863690109	445	12
0.8160419075034681	446	12
5.875925960035984e-12	447	13
7.919254144706105e-12	448	13
1.0563739400257594e-12	449	13
1.7529989954976116e-12	450	13
1.7049804612413568e-12	451	13
2.026494058157406e-12	452	13
7.761882808064297e-11	453	13
9.142906548210481e-12	454	13
6.289795241668433e-11	455	13
1.3537783479935286e-11	456	13
2.4520828431163687e-11	457	13
4.7932832748285715e-12	458	13
2.2805594245584497e-12	459	13
0.193632676509437	460	14
0.025452005469066414	461	14
0.14904175781602402	462	14
0.27394409412780124	463	14
0.4337250323535993	464	14
0.18138812483016944	465	14
0.8575527166071878	466	14
0.10644837923672112	467	14
0.1194381568685394	468	14
0.15697177195500125	469	14
0.5331065135206047	470	14
0.8836659477749486	471	14
0.2942971681733291	472	14
0.9812987392546495	473	15
0	474	15
0.9516924565646087	475	15
0.9736225879562151	476	15
0	477	15
0.9962050407299987	478	15
0	479	15
0	480	15
0	481	15
0.9739709884537587	482	15
0	483	15
0	484	15
0.9442991508090504	485	15
0.9256681754139313	486	16
0	487	16
0	488	16
0.8665189008631439	489	16
0	490	16
0	491	16
0.896254355507398	492	16
0	493	16
0	494	16
0	495	16
0	496	16
0	497	16
0	498	16
0.	499	17
0.	500	17
0.	501	17
0.	502	17
0.	503	17
0.	504	17
0.	505	17
0.	506	17
0.	507	17
0.	508	17
0.	509	17
0.	510	17
0.	511	17
0.9665791456223309	512	18
0	513	18
0	514	18
0.9665659223261264	515	18
0.9703250185541089	516	18
0.9665764010623276	517	18
0.929572825383196	518	18
0.9665811645387786	519	18
0	520	18
0.9665764805469174	521	18
0	522	18
0	523	18
0	524	18
4.149423318561519e-12	525	19
8.175335735828441e-12	526	19
1.4364861893901823e-12	527	19
3.45911529432655e-13	528	19
1.0634220564599059e-11	529	19
1.3787122889577443e-12	530	19
4.161500507429402e-15	531	19
3.847755596366067e-15	532	19
8.281090040215704e-14	533	19
2.8053231315637535e-12	534	19
3.4205982363259165e-12	535	19
2.2454903767309257e-12	536	19
0.9370224215283686	537	20
0.9110764759060099	538	20
0.9370120827497832	539	20
0.9073891327114761	540	20
0.9370104441270987	541	20
0.9110990728527997	542	20
0.8851771718275793	543	20
0.9111011266954089	544	20
0.9370222478440836	545	20
0.9370104441270987	546	20
0.93701397583496	547	20
0.9111024528796103	548	20
0.02742255464312427	549	21
0.04919932344071091	550	21
0.0591770289083454	551	21
0.024441447304882704	552	21
0.3850615003296742	553	21
0.8909947358160386	554	21
0.06065023904966413	555	21
0.026881870272221005	556	21
0.49323324849541866	557	21
0.9160412435494917	558	21
7.110376126084336e-18	559	22
7.084453346441475e-18	560	22
2.296135545580375e-16	561	22
2.84755089022831e-14	562	22
1.4683715922414895e-13	563	22
1.1067062246679143e-14	564	22
2.0874344233308676e-16	565	22
1.7935368309412873e-14	566	22
6.250528719180994e-14	567	22
1.4162498596161795e-12	568	22
0.9666571471032758	569	23
0.9628876291762761	570	23
0	571	23
0	572	23
0	573	23
0.9999918923398693	574	23
0	575	23
0	576	23
0.9666504755161489	577	23
0	578	23
0.9703547812709642	579	24
0	580	24
0.955515774367226	581	24
0.9181080132826634	582	24
0.9665143301432151	583	24
0.9813503859719502	584	24
0.962910086365555	585	24
0	586	24
0	587	24
0	588	25
0.8537102194559937	589	25
0	590	25
0.7053501649842389	591	25
0	592	25
0	593	25
0	594	25
0	595	25
0.6963843555252763	596	25
0	597	26
0	598	26
0	599	26
0.9295816505594249	600	26
0.8998737631511358	601	26
0.9257980225967951	602	26
0.8368425805535562	603	26
0	604	26
0.7996478036256003	605	26
0.020614753513462925	606	27
0.02022868546533121	607	27
0.02356901143272993	608	27
0.019426186927354063	609	27
0.01819833915350793	610	27
0.014584944619643983	611	27
0.013014807496432529	612	27
0.02229258568577611	613	27
0.015697634636026258	614	27
0.6030868182865503	615	28
0.8647034664383799	616	28
0.7757887032551576	617	28
0.7997247752416317	618	28
0.8918240903932766	619	28
0.8993374054797626	620	28
0.9176365220446827	621	28
0.8634223068592427	622	28
0.8947782229590786	623	28
0.8999610457471222	624	29
0.08464797292698001	625	29
0	626	29
0.401120316986302	627	29
0.2552332408749884	628	29
0.9332506124767479	629	29
0	630	29
0	631	29
0	632	29
0.685793877330101	633	30
0.740017074935879	634	30
0.8097255652264598	635	30
0.7275135483970661	636	30
0.7917738637486845	637	30
0.14515430638675425	638	30
0.7925278799908669	639	30
0.7637261245763797	640	30
0.7872984645839496	641	30
0.9550995948673631	642	31
0.9480300645933946	643	31
0.9219636422257157	644	31
0.9587009437847086	645	31
0.9515958675693961	646	31
0.9764317946868757	647	31
0.9704271081550125	648	31
0.9752730764103738	649	31
0.9666241901684512	650	32
0	651	32
0.9332640683199313	652	32
0.9666175027762938	653	32
0.8999871356340479	654	32
0.8333180986871963	655	32
0.8666505443777204	656	32
0.933300000731795	657	32
0.6430644009847851	658	33
0.7205887592804237	659	33
0.7102173715000744	660	33
0.7084933651180139	661	33
0.6479831126662748	662	33
0.5986623014223147	663	33
0.6886897822708591	664	33
0.7152756863521725	665	33
0	666	34
0.4492208356282021	667	34
0	668	34
0	669	34
0	670	34
0	671	34
0	672	34
0.5047403535453157	673	34
0	674	35
0.99171978317736	675	35
0	676	35
0.9999861462169718	677	35
0.9061684149667225	678	35
0.9358242175372525	679	35
0	680	35
0.966586595186626	681	35
0	682	36
0	683	36
0.9886690074294123	684	36
0	685	36
0.9592155429073741	686	36
0	687	36
0	688	36
0.9036947070858024	689	36
0.9009007391182041	690	37
0.07241947273359897	691	37
0.1183263862490569	692	37
0.8788753803472841	693	37
0.4541138890514772	694	37
0.7482038304332109	695	37
0.9411435875423818	696	37
0.4177118632292934	697	37
0.9982879362603199	698	38
0.9857258754521532	699	38
0.956355032715782	700	38
0.9988720126792417	701	38
0.9652987575150308	702	38
0.933123593986507	703	38
0.09868744083356361	704	38
0.8978022880624464	705	38
0	706	39
0.4675923991762278	707	39
0.9999208908267967	708	39
0.9974153192968357	709	39
0.933283997963609	710	39
0	711	39
0.9100040304839615	712	39
0.8665569288824532	713	39
0.9332376152677946	714	40
0.93324827559979	715	40
0.9331647728400592	716	40
0.9645254074707774	717	40
0.9327190845455441	718	40
0.8662150952850045	719	40
0.8656577178496132	720	40
0.9665533221820755	721	40
0	722	41
0.9407140204404529	723	41
0.9702601820377578	724	41
0.9702893115788337	725	41
0.9293844181654242	726	41
0.9776426413934599	727	41
0.9740227693831888	728	41
2.8983192561256054e-63	729	42
1.6674577935001152e-62	730	42
6.803015039723929e-65	731	42
6.436657306034322e-45	732	42
1.148053084925654e-61	733	42
4.337506756069302e-63	734	42
0.3800683666405273	735	42
0.013729311976348435	736	43
0.025541133110297157	737	43
0.007077729341684071	738	43
0.011208846524936904	739	43
0.02137157103685214	740	43
0.01105786470606897	741	43
0.012340692008181163	742	43
0.3730504894989396	743	44
0.9665098114099668	744	44
0.936956234120459	745	44
0	746	44
0.9962110463441374	747	44
0	748	44
0.933228342527893	749	44
9.409707351961925e-60	750	45
0.03866178137924519	751	45
0.31230990413378323	752	45
0.48102679613882643	753	45
1.0714008321293111e-70	754	45
0.2237955022543541	755	45
0.015211692935010688	756	45
0.9183483216039635	757	46
0.8553604032417028	758	46
0.8548398342185156	759	46
0.8516331902195071	760	46
0.94753743059579	761	46
0.9252522793599721	762	46
0.9479719261524112	763	46
0.	764	47
0.	765	47
0.	766	47
0.	767	47
0.	768	47
0.	769	47
0.	770	47
0.9999663554708154	771	48
0	772	48
0.9665498483261119	773	48
0.9666042298514159	774	48
0.9666046561753087	775	48
0	776	48
0	777	48
0.6819230975356606	778	49
0.5040917579909128	779	49
0.29616735263913063	780	49
0.9303686534658259	781	49
0.8935809854637271	782	49
0.9267303062630161	783	49
0.8965748283288956	784	49
0.8940119529572105	785	50
0	786	50
0.9580521205100012	787	50
0.9554611923392013	788	50
0.9397596033343809	789	50
0	790	50
0.940610308121427	791	51
0.9628265476368985	792	51
0.9518424680240004	793	51
0.9850161995944787	794	51
0.9623023358536057	795	51
0.9814479662647831	796	51
2.720525908490857e-15	797	52
0.535481485838984	798	52
1.7921682394865602e-14	799	52
0	800	52
0	801	52
0	802	52
0.9358471672631551	803	53
0.05853751771198113	804	53
0.9656818747366015	805	53
0.9289495935043786	806	53
0.999740961071064	807	53
0.9330931675059206	808	53
0.9518354243015698	809	54
0.9664540958764306	810	54
0	811	54
0.9999737375776808	812	54
0.937020756827514	813	54
0.988813519639901	814	54
0.9518418401871631	815	55
0.9666499619418567	816	55
0	817	55
0	818	55
0	819	55
0.928984236561502	820	55
0.10679553856458777	821	56
0.08730394731254357	822	56
0.4351580053091051	823	56
0.353496339465235	824	56
0.3017904552371251	825	56
0.13673330439116216	826	56
0.9666286079363033	827	57
0.9999792154196536	828	57
0.9666281671392362	829	57
0.9999815555703194	830	57
0.9666310731559984	831	57
0.9999654983481481	832	57
0.02274394308985419	833	58
0.024018595992888768	834	58
0.023828339268675894	835	58
0.023662107055126898	836	58
0.014539171803875137	837	58
0.022556105113396376	838	58
0.9638003586424779	839	59
0.9858666286585469	840	59
0.949815468777775	841	59
0.9503194805386804	842	59
0.9502101841625953	843	59
0.2993765212144095	844	59
0.7704834817071502	845	60
0.9332743648409935	846	60
0	847	60
0.9349261380841318	848	60
0.9331944610712738	849	60
0.9332088822309969	850	60
0.9327506989336358	851	61
0.899760778842452	852	61
0.9331687124439324	853	61
0.9665681111258062	854	61
0	855	61
0	856	61
0	857	62
0.9258325615558487	858	62
0.8553760691395974	859	62
0	860	62
0.3058020402231379	861	62
0.9443517469345805	862	62
0.06686268354920798	863	63
0.06863107497093211	864	63
0.0638416543078297	865	63
0.06863107497093211	866	63
0.12829604267003694	867	63
0.5296658737221034	868	63
0.011012326728246726	869	64
0.01030596900136213	870	64
0.015529735080733312	871	64
0.014933820021255297	872	64
0.01054242505269873	873	64
0.010110651580452105	874	64
0.06768108958481689	875	65
0.050573226460157356	876	65
0.05240206361125857	877	65
0.06169765405885432	878	65
0.7933576039359708	879	65
0.05785952882122391	880	65
0.010451581578428364	881	66
0.004252541019547918	882	66
0.022055474641315017	883	66
0.007633708236450613	884	66
0.009816631276210123	885	66
0.007585624058955542	886	66
0.9338518936374628	887	67
0.9461765610443772	888	67
0	889	67
0.9366396398667486	890	67
0.9404999719038138	891	67
0.9437512219935547	892	67
0	893	68
0	894	68
0.9502448571999927	895	68
0.9578652920521665	896	68
0.9329291137308338	897	68
0.9665277469143252	898	68
0	899	69
0	900	69
0	901	69
0	902	69
0	903	69
0.933250393247175	904	69
0	905	70
0.9439068207003508	906	70
0.9221693626786406	907	70
0.8847805610432512	908	70
0.9219578321241473	909	70
0.05258114935098646	910	71
0.11701185016589355	911	71
0.8982450193134996	912	71
0.05280922718704653	913	71
0.9320965213059167	914	71
0.3517835941317867	915	72
0.20627265203289735	916	72
0.3450521025061348	917	72
0.028081782113717677	918	72
0.027915674223366927	919	72
0.9666506685913367	920	73
0.9666175984822947	921	73
0	922	73
0.9663034555026079	923	73
0.9665829065702327	924	73
0.000012807540664895922	925	74
0.00004453791659959339	926	74
4.946202372849095e-7	927	74
0.00006186360157202681	928	74
4.819318014680707e-7	929	74
0	930	75
0.966190823110183	931	75
0	932	75
0.9662536934460588	933	75
0	934	75
0.9663722118209928	935	76
0	936	76
0.8888795106533542	937	76
0	938	76
0.9321048842256854	939	76
0.016569254614850457	940	77
0.01219555130634489	941	77
0.014250883451970616	942	77
0.011156851619560443	943	77
0.011546126429199662	944	77
0.016262583542152296	945	78
0.048139305771460035	946	78
0.04916400872108269	947	78
0.020924913778806484	948	78
0.04214069634712999	949	78
0.89205812080382	950	79
0.8317352507567959	951	79
0.8991177372669978	952	79
0.8288123207410818	953	79
0.8602710081044392	954	79
0.8584575265131943	955	80
0.8999392616696167	956	80
0.9998617787206507	957	80
0.4525543662855386	958	80
0.9234447287783579	959	80
0.9109823462702908	960	81
0	961	81
0	962	81
0.9221465716946142	963	81
0.9256757560724393	964	81
2.7812279430142128e-11	965	82
1.0797798626012024e-13	966	82
5.6962322054980407e-11	967	82
1.0657303433281863e-11	968	82
3.5928557964576365e-17	969	82
0	970	83
0	971	83
0	972	83
0.9624787252088902	973	83
0.9666606688604661	974	83
0.750829827610957	975	84
0	976	84
0	977	84
0	978	84
0	979	84
0.8998875892330714	980	85
0.8684565040307256	981	85
0.8666094615135286	982	85
0.9665387760238655	983	85
0	984	85
0.9555094490003766	985	86
0.9629565874812132	986	86
0.9444384337681767	987	86
0	988	86
0.9516387985208283	989	86
0.9084695185450027	990	87
0.882924573747517	991	87
0.022162357139451548	992	87
0.920899398564603	993	87
0.7409454029228421	994	87
0.05474596883371328	995	88
0.05424123203301254	996	88
0.07295270403628741	997	88
0.03658930254729309	998	88
0.045032604120439086	999	88
1.4079310874434087e-14	1000	89
2.7806647305295375e-15	1001	89
7.140875977772912e-15	1002	89
1.0649672587833693e-14	1003	89
2.7844889894938367e-14	1004	89
0	1005	90
0	1006	90
0.4336208651273383	1007	90
0	1008	90
0.9665976108980264	1009	90
0	1010	91
0	1011	91
0	1012	91
0.9131134499174876	1013	91
0.9631081130009701	1014	91
0.027937659603992963	1015	92
0.06297679490065614	1016	92
0.512046837138068	1017	92
0.03181617871135154	1018	92
0.07879024900261855	1019	92
0.9628735153039222	1020	93
0.9703506788682627	1021	93
0	1022	93
0	1023	93
0.9539052411207606	1024	93
0.02986703569996761	1025	94
0.028458081606439534	1026	94
0.0019318400363365486	1027	94
0.023082923340999702	1028	94
0.006564399025933892	1029	95
0.012303814202939377	1030	95
0.012329179113963615	1031	95
0.011322245875567159	1032	95
0	1033	96
0.964665249306121	1034	96
0.9295313433071194	1035	96
0.9658177437355742	1036	96
0.04053259007367221	1037	97
0.05687141274449627	1038	97
0.03659908712851973	1039	97
0.055919619473194154	1040	97
0.9330485598962325	1041	98
0.9210657665562045	1042	98
0	1043	98
0.8965859577313834	1044	98
1.7854895844206326e-14	1045	99
5.628855544143534e-16	1046	99
7.055922137976933e-18	1047	99
9.612279997818546e-15	1048	99
0.6483878823272702	1049	100
0.00033946938097722076	1050	100
0.3259455632220917	1051	100
0.4649371994651569	1052	100
0.9660667115372678	1053	101
0.9546387072202032	1054	101
0.9509666090913038	1055	101
0.9470956494251404	1056	101
0.3915675030767798	1057	102
0.8520769583024699	1058	102
0.923921436765868	1059	102
0.9406103819187264	1060	102
0.9332177520925482	1061	103
0.8999255998720473	1062	103
0.8665898466890709	1063	103
0.9666193057138772	1064	103
0	1065	104
0	1066	104
0.9652958460743916	1067	104
0.9320645911090097	1068	104
0	1069	105
0	1070	105
0	1071	105
0	1072	105
0.014061873838581266	1073	106
0.02608560638036314	1074	106
0.0040688916881449835	1075	106
0.012316249935240308	1076	106
0	1077	107
0	1078	107
0.9332825511014871	1079	107
0.9634550925790872	1080	107
0.07835182437748402	1081	108
0.07449029570820537	1082	108
0.15893440905051545	1083	108
0.29637632499604183	1084	108
0.12342565259000686	1085	109
0.24348127043415455	1086	109
0.029858375780724606	1087	109
0.016067441118092097	1088	109
0.8571689667843229	1089	110
0.776274162123333	1090	110
0.7658526031790586	1091	110
0.8385916897441437	1092	110
0.9666266514631928	1093	111
0.96660647966812	1094	111
0	1095	111
0.8666320961685848	1096	111
0.9736888652904915	1097	112
0	1098	112
0.976522626170004	1099	112
0.8320887939092725	1100	112
0.02247839807077514	1101	113
0.041731539390835265	1102	113
0.02281752253643341	1103	113
0.012366648656974108	1104	113
0.18851464646149613	1105	114
0.9965654341294226	1106	114
0	1107	114
0.994902380618705	1108	114
0.4943115250011925	1109	115
0.7389273700439328	1110	115
0.9332423679112428	1111	115
0.9665524396934494	1112	115
0.	1113	116
0.	1114	116
0.	1115	116
0.	1116	116
0.9664621530602722	1117	117
0.7786750716666269	1118	117
0.8580419240073542	1119	117
0.7527317679198816	1120	117
0.8993481722948176	1121	118
0	1122	118
0.6882669149447678	1123	118
0.9665536941431593	1124	118
0.026768997887754675	1125	119
0.01233584224772534	1126	119
0.011962334795053708	1127	119
0.23168863218688074	1128	119
0	1129	120
0	1130	120
0.8998084370399625	1131	120
0.24413560659559058	1132	120
0.7988861285302916	1133	121
0.904500559969958	1134	121
0.7895417607837523	1135	121
0.9253101284050763	1136	121
0.005963985096724687	1137	122
0.02241949739162771	1138	122
0.015011846483601038	1139	122
0.02829855494580266	1140	122
0.14298023842242102	1141	123
0.20488435521525725	1142	123
0.1781141290796851	1143	123
0	1144	123
0.049619129630901454	1145	124
0.041286244158065546	1146	124
0.8586188866668859	1147	124
0.056427251237717614	1148	124
0.8999433900074517	1149	125
0.9332530120635829	1150	125
0.8999354890567545	1151	125
0	1152	125
0.03200813105972459	1153	126
0.32199118991943515	1154	126
0.6281171226110449	1155	126
0.25865001679078586	1156	126
0.9702946470010206	1157	127
0.9702958442774178	1158	127
0.9665924605916306	1159	127
0.00046079924616535136	1160	127
0.	1161	128
0.	1162	128
0.	1163	128
0.	1164	128
0	1165	129
0	1166	129
0	1167	129
0.9924333686808356	1168	129
0.9192828559872767	1169	130
0.019884598375017947	1170	130
0.8373968148069262	1171	130
0.9275989003065033	1172	130
0.28614693837900806	1173	131
0.48348993375477317	1174	131
0.018759650839197162	1175	131
0.01495709871979669	1176	131
0.5196301822599714	1177	132
0.9225118658241026	1178	132
0	1179	132
0.9369580083219021	1180	132
0.9332790068479011	1181	133
0.9666016465065495	1182	133
0.8666111979793738	1183	133
0.9666155013034753	1184	133
0	1185	134
0	1186	134
0.933307956261553	1187	134
0.8999121590473318	1188	134
0	1189	135
0.9939298196909461	1190	135
0.9318332667106162	1191	135
0.40222161347994934	1192	135
0.005980147992201218	1193	136
2.982710348131644e-35	1194	136
1.7523719042097762e-25	1195	136
1.190435278405745e-24	1196	136
0	1197	137
0	1198	137
0.2311357594844043	1199	137
0	1200	137
0.8906500839460753	1201	138
0.923030993674013	1202	138
0.9193790751425936	1203	138
0.9494113206276564	1204	138
0.9702456663370616	1205	139
0	1206	139
0	1207	139
0	1208	139
1.5036269952070118e-15	1209	140
4.10933055003022e-12	1210	140
8.741690589082139e-12	1211	140
8.444634198331866e-14	1212	140
0	1213	141
0.9650039003721004	1214	141
0	1215	141
0.9331364897868144	1216	142
0.8997674703772207	1217	142
0.8247999223200148	1218	142
0.8118244255742497	1219	143
0.8118244255742497	1220	143
0.8188992285003971	1221	143
0.147473470059643	1222	144
0.4026953398277661	1223	144
0.026354077893887867	1224	144
0.8292187739888088	1225	145
0.05752518865201162	1226	145
0.7143062848909103	1227	145
0	1228	146
0	1229	146
0.9263637340323674	1230	146
0.962334583925392	1231	147
0.9714382065221677	1232	147
0.9097892733034976	1233	147
0.9643070566033022	1234	148
0.9663943912668573	1235	148
0.9625256595558934	1236	148
0.9993759132737112	1237	149
